fname,label,manually_verified,freesound_id,license
00044347.wav,Hi-hat,0,28739,Attribution
001ca53d.wav,Saxophone,1,358827,Attribution
002d256b.wav,Trumpet,0,10897,Creative Commons 0
0033e230.wav,Glockenspiel,1,325017,Attribution
00353774.wav,Cello,1,195688,Attribution
003b91e8.wav,Cello,0,77944,Attribution
003da8e5.wav,Knock,1,164564,Creative Commons 0
0048fd00.wav,Gunshot_or_gunfire,1,274119,Creative Commons 0
004ad66f.wav,Clarinet,0,248370,Attribution
0063ab88.wav,Computer_keyboard,0,210304,Creative Commons 0
006f2f32.wav,Hi-hat,1,138726,Attribution
0075d39c.wav,Keys_jangling,0,134885,Attribution
00780200.wav,Snare_drum,0,59557,Creative Commons 0
0079d310.wav,Writing,0,185314,Attribution
0091fc7f.wav,Cello,1,358283,Attribution
0097160c.wav,Laughter,1,343867,Creative Commons 0
00ad7068.wav,Laughter,0,42843,Attribution
00c5808a.wav,Tearing,0,62469,Creative Commons 0
00c82919.wav,Fart,0,163384,Creative Commons 0
00c934d7.wav,Laughter,1,179989,Attribution
00c9e799.wav,Oboe,0,355123,Attribution
00cb787c.wav,Flute,1,354984,Attribution
00ce569f.wav,Hi-hat,0,423,Attribution
00d1fe46.wav,Cough,0,93029,Creative Commons 0
00d3bba3.wav,Telephone,1,317851,Creative Commons 0
00d40fa2.wav,Snare_drum,0,51247,Creative Commons 0
00d9fa61.wav,Flute,0,246714,Attribution
00e2b4cd.wav,Bark,1,344955,Creative Commons 0
00f88dc5.wav,Glockenspiel,1,325031,Attribution
00fbb28b.wav,Chime,0,344532,Attribution
00fcbab2.wav,Bass_drum,0,318969,Creative Commons 0
010aa387.wav,Fart,0,58195,Attribution
011a2185.wav,Cello,1,247475,Attribution
0120d246.wav,Bus,0,346610,Creative Commons 0
01235a12.wav,Squeak,0,165107,Creative Commons 0
01257aad.wav,Scissors,1,272442,Creative Commons 0
01302128.wav,Harmonica,0,196141,Attribution
013264d3.wav,Squeak,0,176641,Attribution
013c3135.wav,Clarinet,0,248414,Attribution
01506d76.wav,Scissors,0,232934,Creative Commons 0
015cf474.wav,Clarinet,0,249143,Attribution
0160d55e.wav,Gong,1,152800,Creative Commons 0
01638f61.wav,Writing,0,321135,Creative Commons 0
0172a2a5.wav,Microwave_oven,1,264152,Creative Commons 0
017ea24e.wav,Burping_or_eructation,0,215371,Creative Commons 0
01811e48.wav,Harmonica,0,119170,Creative Commons 0
0184c390.wav,Cello,0,71588,Attribution
018863f5.wav,Double_bass,0,354236,Attribution
018a10bb.wav,Double_bass,0,383641,Creative Commons 0
018b1df6.wav,Shatter,1,204121,Attribution
018d1dc4.wav,Hi-hat,0,235410,Creative Commons 0
0193042e.wav,Fireworks,0,335983,Creative Commons 0
01974c7c.wav,Hi-hat,0,2050,Attribution
019aae9d.wav,Fireworks,0,328862,Attribution
